file,dcom,lcom
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/DialLayerChangeListener.java,0.9019608,5
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/DialPlot.java,0.50398934,373
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/DialPointer.java,0.5035587,279
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/DialScale.java,0.9206349,5
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/DialTextAnnotation.java,0.5595568,159
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/DialValueIndicator.java,0.526087,327
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/StandardDialFrame.java,0.5372671,149
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/StandardDialRange.java,0.5370844,181
\jfreechart-master\src/main/java/org/jfree/chart/plot/dial/StandardDialScale.java,0.54575163,417
\jfreechart-master\src/main/java/org/jfree/chart/plot/DialShape.java,0.875,6
\jfreechart-master\src/main/java/org/jfree/chart/plot/DrawingSupplier.java,0.8636364,12
\jfreechart-master\src/main/java/org/jfree/chart/plot/FastScatterPlot.java,0.4794661,507
\jfreechart-master\src/main/java/org/jfree/chart/plot/flow/FlowPlot.java,0.397351,455
\jfreechart-master\src/main/java/org/jfree/chart/plot/flow/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/plot/IntervalMarker.java,0.5837563,82
\jfreechart-master\src/main/java/org/jfree/chart/plot/Marker.java,0.5555556,268
\jfreechart-master\src/main/java/org/jfree/chart/plot/MeterInterval.java,0.55050504,89
\jfreechart-master\src/main/java/org/jfree/chart/plot/MeterPlot.java,0.4471195,643
\jfreechart-master\src/main/java/org/jfree/chart/plot/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/plot/Pannable.java,0.8625,11
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/AbstractPieLabelDistributor.java,0.75,24
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/MultiplePiePlot.java,0.3815331,355
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/PieLabelDistributor.java,0.46464646,106
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/PieLabelLinkStyle.java,0.875,6
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/PieLabelRecord.java,0.5494071,114
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/PiePlot.java,0.47038686,1547
\jfreechart-master\src/main/java/org/jfree/chart/plot/pie/PiePlotState.java,0.6610879,81
\jfreechart-master\src/main/java/org/jfree/chart/plot/Plot.java,0.50265354,656
\jfreechart-master\src/main/java/org/jfree/chart/plot/PlotOrientation.java,0.83076924,11
\jfreechart-master\src/main/java/org/jfree/chart/plot/PlotRenderingInfo.java,0.5568182,117
\jfreechart-master\src/main/java/org/jfree/chart/plot/PlotState.java,0.7704918,14
\jfreechart-master\src/main/java/org/jfree/chart/plot/PolarAxisLocation.java,0.82258064,11
\jfreechart-master\src/main/java/org/jfree/chart/plot/PolarPlot.java,0.46333516,988
\jfreechart-master\src/main/java/org/jfree/chart/plot/RingPlot.java,0.47460318,331
\jfreechart-master\src/main/java/org/jfree/chart/plot/SeriesRenderingOrder.java,0.9137931,5
\jfreechart-master\src/main/java/org/jfree/chart/plot/SpiderWebPlot.java,0.47150663,677
\jfreechart-master\src/main/java/org/jfree/chart/plot/ThermometerPlot.java,0.47091413,764
\jfreechart-master\src/main/java/org/jfree/chart/plot/ValueAxisPlot.java,0.8867925,6
\jfreechart-master\src/main/java/org/jfree/chart/plot/ValueMarker.java,0.6814815,43
\jfreechart-master\src/main/java/org/jfree/chart/plot/WaferMapPlot.java,0.3907455,237
\jfreechart-master\src/main/java/org/jfree/chart/plot/XYCrosshairState.java,0.88461536,6
\jfreechart-master\src/main/java/org/jfree/chart/plot/XYPlot.java,0.45151576,2732
\jfreechart-master\src/main/java/org/jfree/chart/plot/Zoomable.java,0.8807947,18
\jfreechart-master\src/main/java/org/jfree/chart/renderer/AbstractRenderer.java,0.55479455,1235
\jfreechart-master\src/main/java/org/jfree/chart/renderer/AreaRendererEndType.java,0.8965517,6
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,0.4001297,925
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/AreaRenderer.java,0.35785952,192
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/BarPainter.java,0.86904764,11
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/BarRenderer.java,0.43083334,683
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/BoxAndWhiskerRenderer.java,0.4110672,596
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/CategoryItemRenderer.java,0.8818624,170
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/CategoryItemRendererState.java,0.65591395,64
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/CategoryStepRenderer.java,0.46296296,174
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/DefaultCategoryItemRenderer.java,0.86538464,7
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/GanttRenderer.java,0.36756757,351
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/GradientBarPainter.java,0.3970588,205
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/GroupedStackedBarRenderer.java,0.3433735,218
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/IntervalBarRenderer.java,0.46818182,117
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/LayeredBarRenderer.java,0.32009345,291
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/LevelRenderer.java,0.44913152,222
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/LineAndShapeRenderer.java,0.5103359,379
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,0.45638946,268
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/ScatterRenderer.java,0.49625468,269
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/StackedAreaRenderer.java,0.35159817,284
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/StackedBarRenderer.java,0.37572256,216
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/StandardBarPainter.java,0.47524753,106
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/StatisticalBarRenderer.java,0.33976835,342
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/StatisticalLineAndShapeRenderer.java,0.3685446,269
\jfreechart-master\src/main/java/org/jfree/chart/renderer/category/WaterfallBarRenderer.java,0.3916084,261
\jfreechart-master\src/main/java/org/jfree/chart/renderer/DefaultPolarItemRenderer.java,0.42738095,481
\jfreechart-master\src/main/java/org/jfree/chart/renderer/GrayPaintScale.java,0.5960591,82
\jfreechart-master\src/main/java/org/jfree/chart/renderer/LookupPaintScale.java,0.47965115,179
\jfreechart-master\src/main/java/org/jfree/chart/renderer/NotOutlierException.java,0.8947368,6
\jfreechart-master\src/main/java/org/jfree/chart/renderer/Outlier.java,0.64285713,70
\jfreechart-master\src/main/java/org/jfree/chart/renderer/OutlierList.java,0.6858974,49
\jfreechart-master\src/main/java/org/jfree/chart/renderer/OutlierListCollection.java,0.6878981,49
\jfreechart-master\src/main/java/org/jfree/chart/renderer/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/renderer/PaintScale.java,0.89041096,8
\jfreechart-master\src/main/java/org/jfree/chart/renderer/PolarItemRenderer.java,0.8076923,35
\jfreechart-master\src/main/java/org/jfree/chart/renderer/RendererState.java,0.69902915,31
\jfreechart-master\src/main/java/org/jfree/chart/renderer/RendererUtils.java,0.3805668,153
\jfreechart-master\src/main/java/org/jfree/chart/renderer/WaferMapRenderer.java,0.40697673,204
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,0.3608924,974
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/CandlestickRenderer.java,0.47555012,429
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/ClusteredXYBarRenderer.java,0.3902439,200
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/CyclicXYItemRenderer.java,0.43020594,249
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/DefaultXYItemRenderer.java,0.88461536,6
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/DeviationRenderer.java,0.50877196,168
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/DeviationStepRenderer.java,0.38652483,173
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/GradientXYBarPainter.java,0.36873156,214
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/HighLowRenderer.java,0.4575893,243
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/SamplingXYLineRenderer.java,0.4894895,170
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java,0.4499179,335
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2.java,0.34077078,325
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/StackedXYBarRenderer.java,0.40106952,224
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/StandardXYBarPainter.java,0.47524753,106
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/StandardXYItemRenderer.java,0.48337027,466
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/VectorRenderer.java,0.34076434,207
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/WindItemRenderer.java,0.46496814,84
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer.java,0.403698,387
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer2.java,0.4030612,234
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYBarPainter.java,0.8625,11
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYBarRenderer.java,0.42527676,623
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYBlockRenderer.java,0.46694216,258
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java,0.4079127,434
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYBubbleRenderer.java,0.38263667,192
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java,0.33017975,708
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYDotRenderer.java,0.49702382,169
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYErrorRenderer.java,0.486747,213
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYItemRenderer.java,0.8726451,169
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYItemRendererState.java,0.7967033,37
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,0.5166976,521
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYShapeRenderer.java,0.5160142,272
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYSplineRenderer.java,0.44276458,258
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java,0.48141593,293
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/XYStepRenderer.java,0.471519,167
\jfreechart-master\src/main/java/org/jfree/chart/renderer/xy/YIntervalRenderer.java,0.48736462,142
\jfreechart-master\src/main/java/org/jfree/chart/StandardChartTheme.java,0.42396593,947
\jfreechart-master\src/main/java/org/jfree/chart/swing/AbstractOverlay.java,0.6831683,32
\jfreechart-master\src/main/java/org/jfree/chart/swing/ApplicationFrame.java,0.69298244,35
\jfreechart-master\src/main/java/org/jfree/chart/swing/ChartFrame.java,0.6987952,25
\jfreechart-master\src/main/java/org/jfree/chart/swing/ChartMouseEvent.java,0.7083333,28
\jfreechart-master\src/main/java/org/jfree/chart/swing/ChartMouseListener.java,0.88135594,7
\jfreechart-master\src/main/java/org/jfree/chart/swing/ChartPanel.java,0.42727274,1575
\jfreechart-master\src/main/java/org/jfree/chart/swing/CrosshairOverlay.java,0.29805997,398
\jfreechart-master\src/main/java/org/jfree/chart/swing/DefaultSelectionZoomStrategy.java,0.34728032,156
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/ChartEditor.java,0.88461536,6
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/ChartEditorFactory.java,0.9,5
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/ChartEditorManager.java,0.7777778,18
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultAxisEditor.java,0.5011287,221
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultChartEditor.java,0.38626608,143
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultChartEditorFactory.java,0.82758623,10
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultLogAxisEditor.java,0.44594595,82
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultNumberAxisEditor.java,0.3576159,97
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultPlotEditor.java,0.3493761,365
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultPolarPlotEditor.java,0.4117647,110
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultTitleEditor.java,0.38735178,155
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/DefaultValueAxisEditor.java,0.3841962,226
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/FontChooserPanel.java,0.3791209,113
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/FontDisplayField.java,0.6627907,29
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/LCBLayout.java,0.37711865,147
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/PaintSample.java,0.57,43
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/StrokeChooserPanel.java,0.6385542,30
\jfreechart-master\src/main/java/org/jfree/chart/swing/editor/StrokeSample.java,0.5068493,72
\jfreechart-master\src/main/java/org/jfree/chart/swing/MouseWheelHandler.java,0.5323741,65
\jfreechart-master\src/main/java/org/jfree/chart/swing/NumberCellRenderer.java,0.61538464,30
\jfreechart-master\src/main/java/org/jfree/chart/swing/Overlay.java,0.9102564,7
\jfreechart-master\src/main/java/org/jfree/chart/swing/OverlayChangeEvent.java,0.86,7
\jfreechart-master\src/main/java/org/jfree/chart/swing/OverlayChangeListener.java,0.8958333,5
\jfreechart-master\src/main/java/org/jfree/chart/swing/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/swing/PolarChartPanel.java,0.4604651,116
\jfreechart-master\src/main/java/org/jfree/chart/swing/SelectionZoomStrategy.java,0.85,24
\jfreechart-master\src/main/java/org/jfree/chart/swing/UIUtils.java,0.53038675,85
\jfreechart-master\src/main/java/org/jfree/chart/text/AttributedStringUtils.java,0.5113636,43
\jfreechart-master\src/main/java/org/jfree/chart/text/format/HexNumberFormat.java,0.6617647,46
\jfreechart-master\src/main/java/org/jfree/chart/text/format/HMSNumberFormat.java,0.6952381,32
\jfreechart-master\src/main/java/org/jfree/chart/text/format/LogFormat.java,0.5585586,98
\jfreechart-master\src/main/java/org/jfree/chart/text/format/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/text/format/RelativeDateFormat.java,0.54291415,229
\jfreechart-master\src/main/java/org/jfree/chart/text/G2TextMeasurer.java,0.71428573,18
\jfreechart-master\src/main/java/org/jfree/chart/text/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/text/TextAnchor.java,0.64827585,51
\jfreechart-master\src/main/java/org/jfree/chart/text/TextBlock.java,0.49632353,137
\jfreechart-master\src/main/java/org/jfree/chart/text/TextBlockAnchor.java,0.7818182,12
\jfreechart-master\src/main/java/org/jfree/chart/text/TextBox.java,0.46031746,204
\jfreechart-master\src/main/java/org/jfree/chart/text/TextFragment.java,0.5298507,126
\jfreechart-master\src/main/java/org/jfree/chart/text/TextLine.java,0.5135135,108
\jfreechart-master\src/main/java/org/jfree/chart/text/TextMeasurer.java,0.90909094,4
\jfreechart-master\src/main/java/org/jfree/chart/text/TextUtils.java,0.43776825,393
\jfreechart-master\src/main/java/org/jfree/chart/title/CompositeTitle.java,0.5650224,97
\jfreechart-master\src/main/java/org/jfree/chart/title/DateTitle.java,0.75974023,37
\jfreechart-master\src/main/java/org/jfree/chart/title/ImageTitle.java,0.46666667,176
\jfreechart-master\src/main/java/org/jfree/chart/title/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/title/ShortTextTitle.java,0.46636772,119
\jfreechart-master\src/main/java/org/jfree/chart/title/TextTitle.java,0.41375,469
\jfreechart-master\src/main/java/org/jfree/chart/title/Title.java,0.54545456,180
\jfreechart-master\src/main/java/org/jfree/chart/urls/CategoryURLGenerator.java,0.91780823,6
\jfreechart-master\src/main/java/org/jfree/chart/urls/CustomCategoryURLGenerator.java,0.5083799,88
\jfreechart-master\src/main/java/org/jfree/chart/urls/CustomPieURLGenerator.java,0.53431374,95
\jfreechart-master\src/main/java/org/jfree/chart/urls/CustomXYURLGenerator.java,0.5388601,89
\jfreechart-master\src/main/java/org/jfree/chart/urls/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/urls/PieURLGenerator.java,0.921875,5
\jfreechart-master\src/main/java/org/jfree/chart/urls/StandardCategoryURLGenerator.java,0.51955307,86
\jfreechart-master\src/main/java/org/jfree/chart/urls/StandardPieURLGenerator.java,0.53642386,70
\jfreechart-master\src/main/java/org/jfree/chart/urls/StandardXYURLGenerator.java,0.5857143,58
\jfreechart-master\src/main/java/org/jfree/chart/urls/StandardXYZURLGenerator.java,0.85,9
\jfreechart-master\src/main/java/org/jfree/chart/urls/TimeSeriesURLGenerator.java,0.5081967,90
\jfreechart-master\src/main/java/org/jfree/chart/urls/XYURLGenerator.java,0.92424244,5
\jfreechart-master\src/main/java/org/jfree/chart/urls/XYZURLGenerator.java,0.91803277,5
\jfreechart-master\src/main/java/org/jfree/chart/util/AttrStringUtils.java,0.39130434,182
\jfreechart-master\src/main/java/org/jfree/chart/util/DefaultShadowGenerator.java,0.44366196,158
\jfreechart-master\src/main/java/org/jfree/chart/util/DirectionalGradientPaintTransformer.java,0.616,48
\jfreechart-master\src/main/java/org/jfree/chart/util/ExportUtils.java,0.46919432,112
\jfreechart-master\src/main/java/org/jfree/chart/util/GradientPaintTransformer.java,0.87234044,6
\jfreechart-master\src/main/java/org/jfree/chart/util/GradientPaintTransformType.java,0.825,7
\jfreechart-master\src/main/java/org/jfree/chart/util/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/chart/util/PaintAlpha.java,0.65915495,121
\jfreechart-master\src/main/java/org/jfree/chart/util/ShadowGenerator.java,0.89705884,7
\jfreechart-master\src/main/java/org/jfree/chart/util/StandardGradientPaintTransformer.java,0.49358973,79
\jfreechart-master\src/main/java/org/jfree/chart/util/StringUtils.java,0.7126437,25
\jfreechart-master\src/main/java/org/jfree/data/category/CategoryDataset.java,0.9076923,6
\jfreechart-master\src/main/java/org/jfree/data/category/CategoryRangeInfo.java,0.88709676,7
\jfreechart-master\src/main/java/org/jfree/data/category/CategoryToPieDataset.java,0.48675495,155
\jfreechart-master\src/main/java/org/jfree/data/category/DefaultCategoryDataset.java,0.6456311,146
\jfreechart-master\src/main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java,0.48787063,380
\jfreechart-master\src/main/java/org/jfree/data/category/IntervalCategoryDataset.java,0.90804595,8
\jfreechart-master\src/main/java/org/jfree/data/category/SlidingCategoryDataset.java,0.5632184,152
\jfreechart-master\src/main/java/org/jfree/data/ComparableObjectItem.java,0.63398695,56
\jfreechart-master\src/main/java/org/jfree/data/ComparableObjectSeries.java,0.5093897,209
\jfreechart-master\src/main/java/org/jfree/data/DataUtils.java,0.48987854,126
\jfreechart-master\src/main/java/org/jfree/data/DefaultKeyedValue.java,0.62416106,56
\jfreechart-master\src/main/java/org/jfree/data/DefaultKeyedValues.java,0.5084746,203
\jfreechart-master\src/main/java/org/jfree/data/DefaultKeyedValues2D.java,0.49704143,255
\jfreechart-master\src/main/java/org/jfree/data/DomainInfo.java,0.9189189,6
\jfreechart-master\src/main/java/org/jfree/data/DomainOrder.java,0.87234044,6
\jfreechart-master\src/main/java/org/jfree/data/flow/DefaultFlowDataset.java,0.48285714,181
\jfreechart-master\src/main/java/org/jfree/data/flow/FlowDataset.java,0.88617885,14
\jfreechart-master\src/main/java/org/jfree/data/flow/FlowDatasetUtils.java,0.52061856,93
\jfreechart-master\src/main/java/org/jfree/data/flow/FlowKey.java,0.5769231,66
\jfreechart-master\src/main/java/org/jfree/data/flow/NodeKey.java,0.6,56
\jfreechart-master\src/main/java/org/jfree/data/flow/package-info.java,0.75,1
\jfreechart-master\src/main/java/org/jfree/data/function/Function2D.java,0.9259259,4
\jfreechart-master\src/main/java/org/jfree/data/function/LineFunction2D.java,0.6528926,42
\jfreechart-master\src/main/java/org/jfree/data/function/NormalDistributionFunction2D.java,0.6124031,50
\jfreechart-master\src/main/java/org/jfree/data/function/PolynomialFunction2D.java,0.6752137,38
\jfreechart-master\src/main/java/org/jfree/data/function/PowerFunction2D.java,0.6528926,42
\jfreechart-master\src/main/java/org/jfree/data/gantt/GanttCategoryDataset.java,0.90625,15
\jfreechart-master\src/main/java/org/jfree/data/gantt/SlidingGanttCategoryDataset.java,0.541329,283
\jfreechart-master\src/main/java/org/jfree/data/gantt/Task.java,0.5720524,98
\jfreechart-master\src/main/java/org/jfree/data/gantt/TaskSeries.java,0.5706522,79
\jfreechart-master\src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java,0.5007899,316
\jfreechart-master\src/main/java/org/jfree/data/gantt/XYTaskDataset.java,0.5438202,203
\jfreechart-master\src/main/java/org/jfree/data/general/AbstractDataset.java,0.68325794,70
\jfreechart-master\src/main/java/org/jfree/data/general/AbstractSeriesDataset.java,0.72,28
\jfreechart-master\src/main/java/org/jfree/data/general/Dataset.java,0.9122807,5
\jfreechart-master\src/main/java/org/jfree/data/general/DatasetChangeEvent.java,0.8625,11
\jfreechart-master\src/main/java/org/jfree/data/general/DatasetChangeListener.java,0.9122807,5
\jfreechart-master\src/main/java/org/jfree/data/general/DatasetUtils.java,0.37274292,1459
\jfreechart-master\src/main/java/org/jfree/data/general/DefaultHeatMapDataset.java,0.55700326,136
\jfreechart-master\src/main/java/org/jfree/data/general/DefaultKeyedValueDataset.java,0.5690608,78
\jfreechart-master\src/main/java/org/jfree/data/general/DefaultKeyedValues2DDataset.java,0.8596491,8
\jfreechart-master\src/main/java/org/jfree/data/general/DefaultKeyedValuesDataset.java,0.8913044,5
\jfreechart-master\src/main/java/org/jfree/data/general/DefaultPieDataset.java,0.60681117,127
\jfreechart-master\src/main/java/org/jfree/data/general/DefaultValueDataset.java,0.671875,42
\jfreechart-master\src/main/java/org/jfree/data/general/HeatMapDataset.java,0.9078014,13
\jfreechart-master\src/main/java/org/jfree/data/general/HeatMapUtils.java,0.57983196,50
\jfreechart-master\src/main/java/org/jfree/data/general/KeyedValueDataset.java,0.9148936,4
\jfreechart-master\src/main/java/org/jfree/data/general/KeyedValues2DDataset.java,0.9148936,4
\jfreechart-master\src/main/java/org/jfree/data/general/KeyedValuesDataset.java,0.90697676,4
\jfreechart-master\src/main/java/org/jfree/data/general/PieDataset.java,0.8979592,5
